43.858002, -79.517073
43.858000, -79.517057
43.857998, -79.517037
43.857995, -79.516995
43.857993, -79.516968
43.857995, -79.516947
43.857995, -79.516917
43.857995, -79.516890
43.857997, -79.516867
43.857998, -79.516845
43.858000, -79.516823
43.858002, -79.516802
43.858003, -79.516782
43.858007, -79.516760
43.858012, -79.516738
43.858015, -79.516717
43.858015, -79.516695
43.858017, -79.516677
43.858022, -79.516658
43.858023, -79.516638
43.858025, -79.516620
43.858027, -79.516602
43.858033, -79.516583
43.858040, -79.516563
43.858045, -79.516543
43.858047, -79.516527
43.858047, -79.516508
43.858052, -79.516490
43.858058, -79.516470
43.858060, -79.516455
43.858058, -79.516432
43.858060, -79.516408
43.858062, -79.516385
43.858063, -79.516367
43.858075, -79.516358
43.858083, -79.516343
43.858092, -79.516320
43.858102, -79.516300
43.858107, -79.516285
43.858113, -79.516262
43.858118, -79.516240
43.858123, -79.516223
43.858130, -79.516203
43.858135, -79.516183
43.858142, -79.516165
43.858143, -79.516148
43.858147, -79.516128
43.858152, -79.516110
43.858157, -79.516090
43.858160, -79.516072
43.858165, -79.516053
43.858170, -79.516033
43.858173, -79.516013
43.858178, -79.515992
43.858180, -79.515972
43.858183, -79.515952
43.858188, -79.515932
43.858192, -79.515913
43.858197, -79.515892
43.858200, -79.515868
43.858205, -79.515847
43.858208, -79.515823
43.858212, -79.515803
43.858218, -79.515782
43.858223, -79.515762
43.858233, -79.515735
43.858240, -79.515713
43.858248, -79.515702
43.858255, -79.515693
43.858265, -79.515683
43.858272, -79.515682
43.858280, -79.515678
43.858288, -79.515673
43.858297, -79.515672
43.858295, -79.515700
43.858300, -79.515695
43.858310, -79.515687
43.858338, -79.515670
43.858350, -79.515660
43.858368, -79.515650
43.858385, -79.515635
43.858395, -79.515630
43.858407, -79.515617
43.858422, -79.515612
43.858437, -79.515608
43.858453, -79.515610
43.858470, -79.515617
43.858488, -79.515620
43.858503, -79.515623
43.858520, -79.515627
43.858540, -79.515633
43.858558, -79.515638
43.858575, -79.515647
43.858595, -79.515653
43.858610, -79.515660
43.858625, -79.515667
43.858637, -79.515668
43.858653, -79.515675
43.858660, -79.515677
43.858673, -79.515682
43.858693, -79.515692
43.858720, -79.515703
43.858740, -79.515708
43.858758, -79.515712
43.858775, -79.515715
43.858795, -79.515720
43.858812, -79.515713
43.858825, -79.515710
43.858840, -79.515698
43.858857, -79.515693
43.858872, -79.515695
43.858887, -79.515697
43.858897, -79.515697
43.858912, -79.515702
43.858925, -79.515708
43.858940, -79.515717
43.858952, -79.515722
43.858965, -79.515730
43.858977, -79.515737
43.858985, -79.515747
43.858992, -79.515753
43.859005, -79.515762
43.859018, -79.515770
43.859033, -79.515780
43.859052, -79.515783
43.859070, -79.515782
43.859088, -79.515783
43.859107, -79.515785
43.859125, -79.515785
43.859142, -79.515787
43.859162, -79.515790
43.859177, -79.515793
43.859192, -79.515795
43.859205, -79.515795
43.859218, -79.515798
43.859232, -79.515798
43.859245, -79.515802
43.859258, -79.515807
43.859273, -79.515810
43.859288, -79.515810
43.859305, -79.515812
43.859318, -79.515815
43.859333, -79.515815
43.859353, -79.515818
43.859372, -79.515822
43.859383, -79.515822
43.859400, -79.515825
43.859415, -79.515828
43.859432, -79.515833
43.859448, -79.515840
43.859465, -79.515847
43.859480, -79.515852
43.859493, -79.515855
43.859510, -79.515860
43.859523, -79.515868
43.859535, -79.515878
43.859548, -79.515888
43.859558, -79.515897
43.859567, -79.515907
43.859577, -79.515918
43.859585, -79.515930
43.859593, -79.515943
43.859605, -79.515955
43.859617, -79.515965
43.859625, -79.515975
43.859633, -79.515988
43.859642, -79.516002
43.859647, -79.516018
43.859653, -79.516037
43.859662, -79.516052
43.859667, -79.516067
43.859677, -79.516080
43.859680, -79.516092
43.859680, -79.516105
43.859685, -79.516123
43.859688, -79.516140
43.859688, -79.516155
43.859687, -79.516177
43.859683, -79.516195
43.859680, -79.516218
43.859677, -79.516242
43.859672, -79.516262
43.859670, -79.516282
43.859668, -79.516300
43.859667, -79.516322
43.859667, -79.516342
43.859665, -79.516360
43.859663, -79.516378
43.859663, -79.516397
43.859662, -79.516418
43.859662, -79.516438
43.859660, -79.516458
43.859662, -79.516478
43.859662, -79.516500
43.859665, -79.516520
43.859667, -79.516540
43.859668, -79.516557
43.859668, -79.516578
43.859668, -79.516602
43.859670, -79.516637
43.859672, -79.516660
43.859677, -79.516683
43.859680, -79.516705
43.859683, -79.516725
43.859687, -79.516743
43.859690, -79.516762
43.859693, -79.516778
43.859698, -79.516797
43.859702, -79.516813
43.859703, -79.516830
43.859705, -79.516848
43.859708, -79.516867
43.859710, -79.516883
43.859712, -79.516902
43.859708, -79.516922
43.859705, -79.516943
43.859702, -79.516968
43.859698, -79.516988
43.859692, -79.517008
43.859687, -79.517030
43.859683, -79.517050
43.859678, -79.517070
43.859675, -79.517092
43.859672, -79.517113
43.859668, -79.517132
43.859663, -79.517150
43.859658, -79.517168
43.859652, -79.517185
43.859650, -79.517198
43.859645, -79.517215
43.859630, -79.517220
43.859623, -79.517237
43.859615, -79.517257
43.859605, -79.517275
43.859597, -79.517292
43.859592, -79.517312
43.859587, -79.517328
43.859582, -79.517348
43.859575, -79.517365
43.859567, -79.517383
43.859562, -79.517402
43.859555, -79.517420
43.859545, -79.517435
43.859535, -79.517445
43.859522, -79.517458
43.859510, -79.517465
43.859493, -79.517473
43.859477, -79.517480
43.859460, -79.517485
43.859447, -79.517487
43.859432, -79.517492
43.859417, -79.517492
43.859402, -79.517495
43.859388, -79.517495
43.859375, -79.517497
43.859362, -79.517497
43.859347, -79.517498
43.859333, -79.517498
43.859320, -79.517498
43.859305, -79.517502
43.859290, -79.517505
43.859273, -79.517512
43.859258, -79.517508
43.859243, -79.517507
43.859228, -79.517508
43.859215, -79.517508
43.859202, -79.517515
43.859188, -79.517520
43.859177, -79.517525
43.859165, -79.517530
43.859152, -79.517532
43.859138, -79.517533
43.859123, -79.517535
43.859108, -79.517538
43.859097, -79.517545
43.859083, -79.517552
43.859070, -79.517553
43.859057, -79.517553
43.859045, -79.517555
43.859030, -79.517560
43.859018, -79.517558
43.859007, -79.517553
43.858993, -79.517552
43.858978, -79.517548
43.858967, -79.517542
43.858955, -79.517533
43.858942, -79.517527
43.858928, -79.517518
43.858917, -79.517510
43.858903, -79.517503
43.858890, -79.517495
43.858878, -79.517487
43.858868, -79.517473
43.858860, -79.517467
43.858852, -79.517460
43.858840, -79.517448
43.858827, -79.517437
43.858815, -79.517425
43.858803, -79.517417
43.858792, -79.517407
43.858782, -79.517398
43.858770, -79.517388
43.858760, -79.517380
43.858748, -79.517370
43.858737, -79.517362
43.858727, -79.517353
43.858715, -79.517345
43.858703, -79.517338
43.858692, -79.517330
43.858680, -79.517322
43.858667, -79.517315
43.858653, -79.517312
43.858640, -79.517305
43.858627, -79.517298
43.858613, -79.517292
43.858600, -79.517285
43.858585, -79.517277
43.858572, -79.517268
43.858557, -79.517263
43.858543, -79.517258
43.858528, -79.517252
43.858513, -79.517247
43.858500, -79.517240
43.858485, -79.517238
43.858472, -79.517240
43.858458, -79.517237
43.858447, -79.517232
43.858433, -79.517225
43.858422, -79.517218
43.858408, -79.517215
43.858395, -79.517210
43.858382, -79.517203
43.858372, -79.517200
43.858358, -79.517198
43.858345, -79.517193
43.858333, -79.517190
43.858320, -79.517185
43.858308, -79.517180
43.858297, -79.517173
43.858280, -79.517168
43.858263, -79.517165
43.858248, -79.517160
43.858233, -79.517155
43.858215, -79.517148
43.858200, -79.517140
43.858185, -79.517135
43.858172, -79.517127
43.858157, -79.517120
43.858142, -79.517115
43.858127, -79.517108
43.858112, -79.517102
43.858100, -79.517093
43.858088, -79.517083
43.858075, -79.517073
43.858057, -79.517060
43.858037, -79.517045
43.858027, -79.517048
43.858015, -79.517057
43.858012, -79.517068
